No,filename,data_split,Links,main_label,sub_label,Healthy Lifestyle and Weight Loss,Weight Lifting,Running,Yoga,Haircare,Makeup,Skincare,Outfit,Accommodation,Adventure,Culture,Food and drink,duration,frame_count,height,width,fps
170,Sport_170.mp4,train,https://www.tiktok.com/@inkzchimmanee/video/7238365029203168518?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,59.06666667,1772,1024,576,30
171,Sport_171.mp4,train,https://www.tiktok.com/@jeerapakrant/video/7244364415137582341?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,29.73333333,892,1024,576,30
172,Sport_172.mp4,train,https://www.tiktok.com/@jet_pt/video/7278277997822627078?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,84.3,2529,1024,576,30
173,Sport_173.mp4,train,https://www.tiktok.com/@jet_pt/video/7279745004816370949?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,90.6,2718,1024,576,30
174,Sport_174.mp4,train,https://www.tiktok.com/@jet_pt/video/7301668971827268870?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,96.03333333,2881,1024,576,30
175,Sport_175.mp4,train,https://www.tiktok.com/@jet_pt/video/7302405062695849222?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,44.6,1338,1024,576,30
176,Sport_176.mp4,train,https://www.tiktok.com/@jj_buddyfit/video/7255305958807588101?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,28.3,849,1024,576,30
177,Sport_177.mp4,train,https://www.tiktok.com/@kiekiekieee/video/7202219466669804827?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,58.76666667,1763,1024,576,30
178,Sport_178.mp4,train,https://www.tiktok.com/@kiekiekieee/video/7243351987041881350?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,69.46666667,2084,1024,576,30
179,Sport_179.mp4,train,https://www.tiktok.com/@kiekiekieee/video/7269582111521180934?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,62.16666667,1865,1024,576,30
180,Sport_180.mp4,train,https://www.tiktok.com/@kittenlovesyou/video/7235437508178234630?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,20.93333333,628,1024,576,30
181,Sport_181.mp4,train,https://www.tiktok.com/@kittenlovesyou/video/7298209154257210630?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,30.1,903,1024,576,30
182,Sport_182.mp4,train,https://www.tiktok.com/@kittenlovesyou/video/7301277955223784709?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,62.3,1869,1024,576,30
183,Sport_183.mp4,train,https://www.tiktok.com/@kittenlovesyou/video/7314916441906547973?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,20.7,621,1024,576,30
184,Sport_184.mp4,train,https://www.tiktok.com/@kiwi_kawirat/video/7152349841966894362?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,31,930,1024,576,30
185,Sport_185.mp4,train,https://www.tiktok.com/@kiwi_kawirat/video/7166568943635811611?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,39.1,1173,1024,576,30
186,Sport_186.mp4,train,https://www.tiktok.com/@kiwi_kawirat/video/7230801906598268166?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,116.4,3492,1024,576,30
187,Sport_187.mp4,train,https://www.tiktok.com/@meemi_genfit/video/7193306795660627227?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,46,1380,1024,576,30
188,Sport_188.mp4,train,https://www.tiktok.com/@meemi_genfit/video/7258467557995236613?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,62.33333333,1870,1024,576,30
189,Sport_189.mp4,train,https://www.tiktok.com/@muaylekml/video/7215135526649679130?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,97.66666667,2930,1024,576,30
190,Sport_190.mp4,train,https://www.tiktok.com/@myparapatt/video/7225542174849502469?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,24.33333333,730,1024,576,30
191,Sport_191.mp4,train,https://www.tiktok.com/@napat.sw.hatyai/video/7240077447423610118?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,103.8,3114,1024,576,30
192,Sport_192.mp4,train,https://www.tiktok.com/@noystory/video/7241390364144176390?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,53.03333333,1591,1024,576,30
193,Sport_193.mp4,train,https://www.tiktok.com/@oatmovit/video/7176859555878554906?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,20.06666667,602,1024,576,30
194,Sport_194.mp4,train,https://www.tiktok.com/@oilthisfitburnfat/video/7266268656491924742?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,100.1,3003,1024,576,30
195,Sport_195.mp4,train,https://www.tiktok.com/@oilthisfitburnfat/video/7270816912928558341?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,111.4666667,3344,1024,576,30
196,Sport_196.mp4,train,https://www.tiktok.com/@pamelafitnessqueen/video/7140571616240504091?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,28,840,1024,576,30
197,Sport_197.mp4,train,https://www.tiktok.com/@pamelafitnessqueen/video/7162150560215338266?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,30.96666667,929,1024,576,30
198,Sport_198.mp4,train,https://www.tiktok.com/@pbshoppinggg/video/7254536854530182405,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,32.46666667,974,1024,576,30
199,Sport_199.mp4,train,https://www.tiktok.com/@peem6pack/video/7209987022541344026?q=%E0%B8%AD%E0%B8%AD%E0%B8%81%E0%B8%81%E0%B8%B3%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2%20%E0%B8%A5%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%81&t=1703608823642,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,33.63333333,1009,1024,576,30
200,Sport_200.mp4,train,https://www.tiktok.com/@pod787/video/7227633510079679749?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,42.96666667,1289,1024,576,30
201,Sport_201.mp4,train,https://www.tiktok.com/@pod787/video/7241431742601547014?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,71.4,2142,1024,576,30
202,Sport_202.mp4,train,https://www.tiktok.com/@prgress.you/video/7185088649904540955?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,82.4,2472,1024,576,30
203,Sport_203.mp4,train,https://www.tiktok.com/@prgress.you/video/7254077386931653894?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,54.76666667,1643,1024,576,30
204,Sport_204.mp4,train,https://www.tiktok.com/@prgress.you/video/7268957154470628613?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,70,2100,1024,576,30
205,Sport_205.mp4,train,https://www.tiktok.com/@prgress.you/video/7275656093362179334?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,79.96666667,2399,1024,576,30
206,Sport_206.mp4,train,https://www.tiktok.com/@prgress.you/video/7298663741749595397?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,89.13333333,2674,1024,576,30
207,Sport_207.mp4,train,https://www.tiktok.com/@prgress.you/video/7304552604812496134?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,30.66666667,920,1024,576,30
208,Sport_208.mp4,train,https://www.tiktok.com/@pumpkincoach4289/video/7159186551409331482,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,60.83333333,1825,1024,576,30
209,Sport_209.mp4,train,https://www.tiktok.com/@pumpkincoach4289/video/7189254083658796315,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,52.4,1572,1024,576,30
210,Sport_210.mp4,train,https://www.tiktok.com/@pumpkincoach4289/video/7208938786699382042,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,38.66666667,1160,1024,576,30
211,Sport_211.mp4,train,https://www.tiktok.com/@pure_taichifit/video/6867731972345646338,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,10.23333333,307,960,540,30
212,Sport_212.mp4,train,https://www.tiktok.com/@stobmeena__/video/7262013936621341957?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,74.86666667,2246,1024,576,30
213,Sport_213.mp4,train,https://www.tiktok.com/@thecubicfitness/video/7251262841162910982?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,122.3,3669,1024,576,30
214,Sport_214.mp4,train,https://www.tiktok.com/@thecubicfitness/video/7271527139193752838?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,9.366666667,281,1024,576,30
215,Sport_215.mp4,train,https://www.tiktok.com/@tiktik123zzz/video/7112028662219689243,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,20.26666667,608,1024,576,30
216,Sport_216.mp4,train,https://www.tiktok.com/@totomuscle/video/7243430142192766214?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,80.9,2427,1026,576,30
217,Sport_217.mp4,train,https://www.tiktok.com/@totomuscle/video/7247079452855864581?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,112.4,3372,1026,576,30
285,Sport_285.mp4,train,https://www.tiktok.com/@tumploystory/video/7186623115278011674?q=%E0%B9%80%E0%B8%A7%E0%B8%97%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%99%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703608129020,Sport and Fitness,Weight Lifting,0,1,0,0,0,0,0,0,0,0,0,0,182.8,5484,1024,576,30
218,Sport_218.mp4,train,https://www.tiktok.com/@jet_pt/video/7296465377234603270?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,"Weight Lifting, Running",0,1,1,0,0,0,0,0,0,0,0,0,47.83333333,1435,1024,576,30
30,Sport_30.mp4,test,https://www.tiktok.com/@yoga.waadkian/video/7316000674439875858?q=%E0%B9%82%E0%B8%A2%E0%B8%84%E0%B8%B0%E0%B9%80%E0%B8%9E%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%A0%E0%B8%B2%E0%B8%9E&t=1703605511305,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,470.7666667,14123,1024,576,30
30,Sport_30.mp4,validation,https://www.tiktok.com/@yoga.waadkian/video/7316000674439875858?q=%E0%B9%82%E0%B8%A2%E0%B8%84%E0%B8%B0%E0%B9%80%E0%B8%9E%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%A0%E0%B8%B2%E0%B8%9E&t=1703605511305,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,470.7666667,14123,1024,576,30
219,Sport_219.mp4,train,https://www.tiktok.com/@aim.aun/video/7272054009706417414?q=%E0%B9%82%E0%B8%A2%E0%B8%84%E0%B8%B0&t=1703593496885,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,65.5,1965,1024,576,30
220,Sport_220.mp4,test,https://www.tiktok.com/@amiamm789/video/7185870631706053914?q=%E0%B9%82%E0%B8%A2%E0%B8%84%E0%B8%B0&t=1703593496885,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,72.93333333,2188,1024,576,30
220,Sport_220.mp4,validation,https://www.tiktok.com/@amiamm789/video/7185870631706053914?q=%E0%B9%82%E0%B8%A2%E0%B8%84%E0%B8%B0&t=1703593496885,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,72.93333333,2188,1024,576,30
221,Sport_221.mp4,train,https://www.tiktok.com/@amiamm789/video/7188098056145898778?q=%E0%B9%82%E0%B8%A2%E0%B8%84%E0%B8%B0%E0%B9%80%E0%B8%9E%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%A0%E0%B8%B2%E0%B8%9E&t=1703605511305,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,266.5666667,7997,1024,576,30
222,Sport_222.mp4,test,https://www.tiktok.com/@bbenp88/video/7203631475768446235?q=%E0%B9%82%E0%B8%A2%E0%B8%84%E0%B8%B0%E0%B9%80%E0%B8%9E%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%A0%E0%B8%B2%E0%B8%9E&t=1703605511305,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,34.86666667,1046,1024,576,30
222,Sport_222.mp4,validation,https://www.tiktok.com/@bbenp88/video/7203631475768446235?q=%E0%B9%82%E0%B8%A2%E0%B8%84%E0%B8%B0%E0%B9%80%E0%B8%9E%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%A0%E0%B8%B2%E0%B8%9E&t=1703605511305,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,34.86666667,1046,1024,576,30
223,Sport_223.mp4,train,https://www.tiktok.com/@bbenp88/video/7203631475768446235?q=%E0%B9%82%E0%B8%A2%E0%B8%84%E0%B8%B0&t=1703593496885,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,34.86666667,1046,1024,576,30
224,Sport_224.mp4,train,https://www.tiktok.com/@bbenp88/video/7226919213116574982?q=%E0%B9%82%E0%B8%A2%E0%B8%84%E0%B8%B0%E0%B9%80%E0%B8%9E%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%A0%E0%B8%B2%E0%B8%9E&t=1703605511305,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,66.06666667,1982,1024,576,30
224,Sport_224.mp4,test,https://www.tiktok.com/@bbenp88/video/7226919213116574982?q=%E0%B9%82%E0%B8%A2%E0%B8%84%E0%B8%B0%E0%B9%80%E0%B8%9E%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%A0%E0%B8%B2%E0%B8%9E&t=1703605511305,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,66.06666667,1982,1024,576,30
225,Sport_225.mp4,train,https://www.tiktok.com/@beaupreeya/video/7143995139659238683?q=%E0%B9%82%E0%B8%A2%E0%B8%84%E0%B8%B0&t=1703593496885,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,23.53333333,706,1024,576,30
226,Sport_226.mp4,train,https://www.tiktok.com/@boboatyogi/video/7260461103585545477?q=%E0%B9%82%E0%B8%A2%E0%B8%84%E0%B8%B0%E0%B9%80%E0%B8%9E%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%A0%E0%B8%B2%E0%B8%9E&t=1703605511305,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,60.3,1809,1024,576,30
227,Sport_227.mp4,train,https://www.tiktok.com/@boboatyogi/video/7284436839270911238?q=%E0%B9%82%E0%B8%A2%E0%B8%84%E0%B8%B0&t=1703593496885,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,191.9333333,5758,1032,576,30
228,Sport_228.mp4,train,https://www.tiktok.com/@bunroda/video/7268105672300973317?q=%E0%B9%82%E0%B8%A2%E0%B8%84%E0%B8%B0&t=1703593496885,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,97.43333333,2923,1024,576,30
229,Sport_229.mp4,train,https://www.tiktok.com/@fonzsukanya/video/7263674561101696262?q=%E0%B9%82%E0%B8%A2%E0%B8%84%E0%B8%B0&t=1703593496885,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,10.7,321,1024,576,30
230,Sport_230.mp4,train,https://www.tiktok.com/@krulaksayoga/video/7200908268422630682?q=%E0%B9%82%E0%B8%A2%E0%B8%84%E0%B8%B0%E0%B9%80%E0%B8%9E%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%A0%E0%B8%B2%E0%B8%9E&t=1703605511305,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,31.4,942,1024,576,30
231,Sport_231.mp4,train,https://www.tiktok.com/@krumaoyoga/video/7231482682138430722?q=%E0%B9%82%E0%B8%A2%E0%B8%84%E0%B8%B0%E0%B9%80%E0%B8%9E%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%A0%E0%B8%B2%E0%B8%9E&t=1703605511305,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,155.6666667,4670,706,576,30
232,Sport_232.mp4,train,https://www.tiktok.com/@kruna.yoga/video/7113052476357578011?q=%E0%B9%82%E0%B8%A2%E0%B8%84%E0%B8%B0%E0%B9%80%E0%B8%9E%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%A0%E0%B8%B2%E0%B8%9E&t=1703605511305,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,122.3,3669,1024,576,30
233,Sport_233.mp4,train,https://www.tiktok.com/@kruna.yoga/video/7130961533009513755?q=%E0%B9%82%E0%B8%A2%E0%B8%84%E0%B8%B0%E0%B9%80%E0%B8%9E%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%A0%E0%B8%B2%E0%B8%9E&t=1703605511305,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,547.4666667,16424,1024,576,30
234,Sport_234.mp4,train,https://www.tiktok.com/@kruna.yoga/video/7195884684964908315?q=%E0%B9%82%E0%B8%A2%E0%B8%84%E0%B8%B0%E0%B9%80%E0%B8%9E%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%A0%E0%B8%B2%E0%B8%9E&t=1703605511305,Sport and Fitness,Yoga,0,0,0,1,0,0,0,0,0,0,0,0,60,1800,1024,576,30
